event ID,permissions,month,day,year,iso 8601,recording location,event title,event notes,technical/recording notes,tape number,tape side,speakers 1,speakers 2,speakers 3,speakers 4,speakers 5,speakers 6,speakers 7,speakers 8,speakers 9,speakers 10,speakers 11,speakers 12,film titles 1,film titles 2,film titles 3,film titles 4,film titles 5,film titles 6,film titles 7,film titles 8,film titles 9,film titles 10,film titles 11,film titles 12,film titles 13,film titles 14,film titles 15,film titles 16,film titles 17,film titles 18
00964,yes,05,06,1994,1994-05-06T00:00:00Z,PFA,,SFIFF,,2206,,Heddy Honigmann,,,,,,,,,,,,Metal and Melancholy,,,,,,,,,,,,,,,,,
00965,no form,05,07,1994,1994-05-07T00:00:00Z,PFA,,SFIFF Intro,,2207,,Naum Kleiman,,,,,,,,,,,,Once at Night,,,,,,,,,,,,,,,,,
00966,yes,05,07,1994,1994-05-07T00:00:00Z,PFA,,SFIFF,,2208,,Artur Aristakisian,,,,,,,,,,,,Palms,,,,,,,,,,,,,,,,,
00967,yes,05,10,1994,1994-05-10T00:00:00Z,PFA,,SFIFF,,2209,,Robert Kramer,,,,,,,,,,,,Starting Place,The People's War,,,,,,,,,,,,,,,,
00968,yes,05,10,1994,1994-05-10T00:00:00Z,PFA,,SFIFF,,2210,,Semian Arandvich,,,,,,,,,,,,Year of the Dog,,,,,,,,,,,,,,,,,
00969,yes,05,11,1994,1994-05-11T00:00:00Z,PFA,,SFIFF,,2211,,Nedzad Begovic,,,,,,,,,,,,Survival Brew,,,,,,,,,,,,,,,,,
00970,no form,05,12,1994,1994-05-12T00:00:00Z,PFA,,SFIFF,,2212,,Jolata Dylenska,,,,,,,,,,,,Chronicle of the Warsaw Ghetto,,,,,,,,,,,,,,,,,
00971,no form,05,12,1994,1994-05-12T00:00:00Z,PFA,,SFIFF,,2213,,Kornilijus Maiuzevicius,,,,,,,,,,,,Illusions,,,,,,,,,,,,,,,,,
00972,no form,05,19,1994,1994-05-19T00:00:00Z,PFA,,,,2214,,Audie Bock,,,,,,,,,,,,Shiro Toyoda's  Marital Relations,,,,,,,,,,,,,,,,,
00973,no form,06,01,1994,1994-06-01T00:00:00Z,PFA,,,,2215,,Michael Donnelly,,,,,,,,,,,,"Woman in Love, Hidden River",,,,,,,,,,,,,,,,,
00974,no form,06,07,1994,1994-06-07T00:00:00Z,PFA,,,,2216,,Erin Sax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00975,no form,06,10,1994,1994-06-10T00:00:00Z,PFA,,,,2217,,Gregg Bordowitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00976,yes,06,11,1994,1994-06-11T00:00:00Z,PFA,Ron Vawter Tribute,,,2218,,Greg Mehrten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00977,no form,06,11,1994,1994-06-11T00:00:00Z,PFA,,,,2219,,Isaac Julien,,,,,,,,,,,,A Darker Side of Black,,,,,,,,,,,,,,,,,
00978,no form,06,12,1994,1994-06-12T00:00:00Z,PFA,,,,2220,,Riyad Vinci Wadia,,,,,,,,,,,,Fearless: The Hunterwali Story,,,,,,,,,,,,,,,,,
00979,no form,07,08,1994,1994-07-08T00:00:00Z,PFA,Return to the Mother: Hitchcock's Psycho,,,2221,,Marilyn Fabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00980,no form,07,13,1994,1994-07-13T00:00:00Z,PFA,,,,2222,,Jim Ludtke,Jeff Cretcher,,,,,,,,,,,The Voyager Company,Wrath of the Gods,,,,,,,,,,,,,,,,
00981,no form,07,20,1994,1994-07-20T00:00:00Z,PFA,,,,2223,,William Nestrick,,,,,,,,,,,,Cobra Woman,,,,,,,,,,,,,,,,,
00982,no form,07,27,1994,1994-07-27T00:00:00Z,PFA,,,,2224,,Jim Petrillo,Elise Baldwin,,,,,,,,,,,Cinemavolta: CD-ROM,Four Paws of the Crab: CD-Rom,,,,,,,,,,,,,,,,
00983,no form,07,29,1994,1994-07-29T00:00:00Z,PFA,,,,2225,,Marilyn Fabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00984,yes,08,10,1994,1994-08-10T00:00:00Z,PFA,,,,2226,,Carol Clover,,,,,,,,,,,,The Exorcist,,,,,,,,,,,,,,,,,
00985,yes,08,11,1994,1994-08-11T00:00:00Z,PFA,Pinocchio & the Art of GusTaf Tenggren,,tape 1,2227,,Robin Allan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00986,yes,08,11,1994,1994-08-11T00:00:00Z,PFA,Pinocchio & the Art of GusTaf Tenggren,,tape 2,2228,,Robin Allan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00987,no form,08,21,1994,1994-08-21T00:00:00Z,PFA,,,,2229,,William K. Everson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00988,no form,08,23,1994,1994-08-23T00:00:00Z,PFA,,,,2230,,William K. Everson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00989,no form,08,24,1994,1994-08-24T00:00:00Z,PFA,Ronald Colman Films,,,2231,,William K. Everson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00990,no form,08,25,1994,1994-08-25T00:00:00Z,PFA,,,,2232,,William K. Everson,,,,,,,,,,,,Price of Pleasure,Charley Chase,,,,,,,,,,,,,,,,
00991,no form,08,26,1994,1994-08-26T00:00:00Z,PFA,Post-War German Cinema,,,2233,,William K. Everson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00992,no form,08,27,1994,1994-08-27T00:00:00Z,PFA,A Tribute to Orson Welles,Plus WKE presents Rare Thrillers,,2234,,Richard Gordon,William K. Everson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00993,yes,08,30,1994,1994-08-30T00:00:00Z,PFA,TV Families Part 1,,,2235,,Adrian Velicescu,Jon Moritsugu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00994,yes,08,30,1994,1994-08-30T00:00:00Z,PFA,TV Families Part 2,,,2236,,Claire Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00995,no form,09,27,1994,1994-09-27T00:00:00Z,PFA,,,,2237,,Tom Di Maria,,,,,,,,,,,,Tom's Flesh,,,,,,,,,,,,,,,,,
00996,no form,09,27,1994,1994-09-27T00:00:00Z,PFA,,,,2238,,Julia Tell,,,,,,,,,,,,She's Just Growing Up,,,,,,,,,,,,,,,,,
00997,no form,09,28,1994,1994-09-28T00:00:00Z,PFA,,,,2239,,William K. Everson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00998,no form,09,28,1994,1994-09-28T00:00:00Z,PFA,,,tape missing?,2240,,George Kuchar,,,,,,,,,,,,Video Postcards,,,,,,,,,,,,,,,,,
00999,yes,10,05,1994,1994-10-05T00:00:00Z,PFA,Collaborative Works,,,2241,,Nora Ligorano,Marshall Reese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01000,yes,10,12,1994,1994-10-12T00:00:00Z,PFA,,,,2242,,Jonathan Robinson,,,,,,,,,,,,Sight Unseen: A Travellog,,,,,,,,,,,,,,,,,
01001,yes,10,13,1994,1994-10-13T00:00:00Z,PFA,,,tape missing?,2243,,Veve Clark,,,,,,,,,,,,Divine Horsemen,,,,,,,,,,,,,,,,,
01002,yes,10,18,1994,1994-10-18T00:00:00Z,PFA,,,,2244,,Steve Anker,,,,,,,,,,,,Kubelka and Kren,,,,,,,,,,,,,,,,,
01003,no form,10,25,1994,1994-10-25T00:00:00Z,PFA,,,,2245,,Ernie Gehr,,,,,,,,,,,,"Serene Velocity, Table, Reverb",,,,,,,,,,,,,,,,,
01004,yes,10,30,1994,1994-10-30T00:00:00Z,PFA,,,,2246,,Robert Stam,,,,,,,,,,,,The Given Word,,,,,,,,,,,,,,,,,
01005,yes,11,15,1994,1994-11-15T00:00:00Z,PFA,,,,2247,,Phil Solomon,,,,,,,,,,,,An Exquisite Hour,,,,,,,,,,,,,,,,,
01006,yes,11,16,1994,1994-11-16T00:00:00Z,PFA,,,,2248,,Dana Sachs,,,,,,,,,,,,Which Way is East?,,,,,,,,,,,,,,,,,
01007,no form,11,17,1994,1994-11-17T00:00:00Z,PFA,,,,2249,,William Nestrick,,,,,,,,,,,,Dante's Inferno,,,,,,,,,,,,,,,,,
01008,no form,11,29,1994,1994-11-29T00:00:00Z,PFA,ALTERNATIVE REQUIREMENTS: RECENT FILMS FROM BAY AREA FILM PROGRAMS,Artists in person,,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01009,no form,01,14,1995,1995-01-14T00:00:00Z,PFA,,,,2251,,Seymour Chatman,,,,,,,,,,,,8 1/2,,,,,,,,,,,,,,,,,
01010,no form,01,17,1995,1995-01-17T00:00:00Z,PFA,Material and  Sensation: An Overview,,tape missing?,2252,,Martin Arnold,Steve Anker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01011,no form,01,18,1995,1995-01-18T00:00:00Z,PFA,,,,2253,,Mike Wilkins,,,,,,,,,,,,Hunters and Gatherers,,,,,,,,,,,,,,,,,
01012,no form,01,22,1995,1995-01-22T00:00:00Z,PFA,,,tape missing?,2254,,Gavriel Moses,,,,,,,,,,,,The Clowns,,,,,,,,,,,,,,,,,
01013,no form,01,24,1995,1995-01-24T00:00:00Z,PFA,The Primacy of Form: Kubelka and Kren,,tape missing?,2255,,Steve Anker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01014,yes,01,25,1995,1995-01-25T00:00:00Z,PFA,,,,2256,,Bette Jean Bullert,,,,,,,,,,,,Earl Robinson: Ballad of an American,,,,,,,,,,,,,,,,,
01015,yes,01,28,1995,1995-01-28T00:00:00Z,PFA,,,,2257,,Henry Medina,,,,,,,,,,,,Mambo Madness,,,,,,,,,,,,,,,,,
01016,no form,01,31,1995,1995-01-31T00:00:00Z,PFA,,,tape missing?,2258,,Steve Anker,,,,,,,,,,,,Place/Replacement,,,,,,,,,,,,,,,,,
01017,yes,02,07,1995,1995-02-07T00:00:00Z,PFA,,,,2259,,Peter Wollen,,,,,,,,,,,,Imagining October,L'Age D'Or,,,,,,,,,,,,,,,,
01018,yes,02,08,1995,1995-02-08T00:00:00Z,PFA,,,,2260,,Kutleug Ataman,,,,,,,,,,,,The Serpent's Tale,,,,,,,,,,,,,,,,,
01019,no form,02,11,1995,1995-02-11T00:00:00Z,PFA,,,tape missing?,2261,,Albert Johnson,,,,,,,,,,,,Ginger and Fred,,,,,,,,,,,,,,,,,
01020,yes,02,14,1995,1995-02-14T00:00:00Z,PFA,,,,2262,,Tatsu Aoki,,,,,,,,,,,,Jikken Eiga,,,,,,,,,,,,,,,,,
01021,no form,02,16,1995,1995-02-16T00:00:00Z,PFA,,Student filmmakers in person,tape missing?,2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01022,yes,02,21,1995,1995-02-21T00:00:00Z,PFA,,,,2264,,Jay Rosenblatt,,,,,,,,,,,,Nights Without Art,,,,,,,,,,,,,,,,,
01023,no form,02,22,1995,1995-02-22T00:00:00Z,PFA,,,,2265,,J. Finley,M. Nanji,C. Dannenbaum,,,,,,,,,,Conversations Across the Bosphorous,Voices of the Morning,Haji,,,,,,,,,,,,,,,
01024,no form,02,23,1995,1995-02-23T00:00:00Z,PFA,,,,2266,,Cecilia Dougherty,,,,,,,,,,,,My Failure to Assimilate,,,,,,,,,,,,,,,,,
01025,yes,02,28,1995,1995-02-28T00:00:00Z,PFA,,,,2267,,Peggy Ahwesh,,,,,,,,,,,,Fragments Project,,,,,,,,,,,,,,,,,
01026,no form,03,02,1995,1995-03-02T00:00:00Z,PFA,,UCB student filmmakers in person.,tape missing?,2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01027,yes,03,05,1995,1995-03-05T00:00:00Z,PFA,,,,2269,,Eric Rentschler,,,,,,,,,,,,Lucky Kids,The Prodigal Son,,,,,,,,,,,,,,,,
01028,yes,03,07,1995,1995-03-07T00:00:00Z,PFA,The Films of Theresa Hak Kyung Cha,,,2270,,Laura Hyuni Kang,Elaine Kim,Moira Roth,Larry Rinder,,,,,,,,,,,,,,,,,,,,,,,,,,
01029,yes,03,09,1995,1995-03-09T00:00:00Z,PFA,,,,2271,,Jan Oxenberg,,,,,,,,,,,,A Comedy in Six Unnatural Acts,,,,,,,,,,,,,,,,,
01030,yes,03,15,1995,1995-03-15T00:00:00Z,PFA,,,,2272,,Van McElwee,,,,,,,,,,,,Folded Follies,,,,,,,,,,,,,,,,,
01031,yes,03,20,1995,1995-03-20T00:00:00Z,PFA,,,,2273,,Isaac Julien,,,,,,,,,,,,A Darker Side of Black,,,,,,,,,,,,,,,,,
01032,yes,03,21,1995,1995-03-21T00:00:00Z,PFA,,,,2274,,David MacDougall,,,,,,,,,,,,Tempus de Baristas,,,,,,,,,,,,,,,,,
01033,yes,03,22,1995,1995-03-22T00:00:00Z,PFA,,,,2275,,Péter Forgács,,,,,,,,,,,,Notes of a Lady,,,,,,,,,,,,,,,,,
01034,yes,03,23,1995,1995-03-23T00:00:00Z,PFA,,,,2276,,Isaac Julien,,,,,,,,,,,,Looking for Langston,,,,,,,,,,,,,,,,,
01035,no form,04,04,1995,1995-04-04T00:00:00Z,PFA,,,,2277,,Craig Baldwin,,,,,,,,,,,,Sonic Outlaws,,,,,,,,,,,,,,,,,
01036,no form,04,05,1995,1995-04-05T00:00:00Z,PFA,,,,2278,,Brian Danitz,,,,,,,,,,,,"If You Lived Here, You'd be Home by Now",,,,,,,,,,,,,,,,,
01037,yes,04,06,1995,1995-04-06T00:00:00Z,PFA,,,,2279,,Robert Kinney,,,,,,,,,,,,The Maids,,,,,,,,,,,,,,,,,
01038,no form,04,11,1995,1995-04-11T00:00:00Z,PFA,,,,2280,,Gunvor Nelson,Dorothy Nelson,,,,,,,,,,,Old DIgs,,,,,,,,,,,,,,,,,
01039,no form,04,12,1995,1995-04-12T00:00:00Z,PFA,,,tape missing?,2281,,Margaret Norse,,,,,,,,,,,,The Virtual City,,,,,,,,,,,,,,,,,
01040,no form,04,17,1995,1995-04-17T00:00:00Z,PFA,,,,2282,,Lourdes Portillo,Rosa linda Fregoso,,,,,,,,,,,The Devil Never Sleeps,,,,,,,,,,,,,,,,,
01041,yes,04,18,1995,1995-04-18T00:00:00Z,PFA,,,,2283,,Lucia Grossberger-Morales,,,,,,,,,,,,Sangre Boliviana,,,,,,,,,,,,,,,,,
01042,no form,04,18,1995,1995-04-18T00:00:00Z,PFA,Women of Color Film Festival,,tape missing?,2284,,Celine Salazar Perrenas,Fatima Tobing Rony,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01043,yes,04,19,1995,1995-04-19T00:00:00Z,PFA,,,,2285,,Maria Luisa Mendonca,,,,,,,,,,,,Everyday Art,,,,,,,,,,,,,,,,,
01044,yes,04,20,1995,1995-04-20T00:00:00Z,PFA,,,,2286,,Cheryl Dunye,,,,,,,,,,,,Janine,,,,,,,,,,,,,,,,,
01045,no form,04,21,1995,1995-04-21T00:00:00Z,PFA,,,,2287,,Desi Del Valle,Joyce Lee,Jocelyn Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,
01046,yes,04,23,1995,1995-04-23T00:00:00Z,PFA,,,,2288,,Arturo Ripstein,,,,,,,,,,,,La Reina de la Noche,,,,,,,,,,,,,,,,,
01047,no form,04,23,1995,1995-04-23T00:00:00Z,PFA,,,,2289,,Otto Tausig,,,,,,,,,,,,Bye Bye America,,,,,,,,,,,,,,,,,
01048,yes,04,27,1995,1995-04-27T00:00:00Z,PFA,SFIFF,,,2290,,Vincent Monnikendam,,,,,,,,,,,,Maother Dao-The Turtlelike,,,,,,,,,,,,,,,,,
01049,no form,04,29,1995,1995-04-29T00:00:00Z,PFA,SFIFF,,,2291,,Jack Vincent,,,,,,,,,,,,Black Is Black Ain't,,,,,,,,,,,,,,,,,
01050,full,04,30,1995,1995-04-30T00:00:00Z,PFA,SFIFF,,,2292,,Moufida Tlatli,,,,,,,,,,,,The Silences of the Palace,,,,,,,,,,,,,,,,,
01051,no form,05,01,1995,1995-05-01T00:00:00Z,PFA,SFIFF,,,2293,,Julio Garcia Espinosa,,,,,,,,,,,,Reina y Rey,,,,,,,,,,,,,,,,,
01052,no form,05,02,1995,1995-05-02T00:00:00Z,PFA,,,,2294,,Claire Denis,,,,,,,,,,,,US Go Home,,,,,,,,,,,,,,,,,
01053,no form,05,03,1995,1995-05-03T00:00:00Z,PFA,,,,2295,,Dominic Angerame,,,,,,,,,,,,Premonition,,,,,,,,,,,,,,,,,
01054,yes,05,03,1995,1995-05-03T00:00:00Z,PFA,,,,2296,,Pascal Aubier,,,,,,,,,,,,The Son of Gascogne,,,,,,,,,,,,,,,,,
01055,no form,05,08,1995,1995-05-08T00:00:00Z,PFA,,UCB student filmmakers in person.,tape missing?,2297,,,,,,,,,,,,,,Eisner Competition,,,,,,,,,,,,,,,,,
01056,no form,05,30,1995,1995-05-30T00:00:00Z,PFA,,,tape missing?,2298,,Larry Reed,,,,,,,,,,,,Wayang Bali,,,,,,,,,,,,,,,,,
01057,yes,05,31,1995,1995-05-31T00:00:00Z,PFA,,,,2299,,Kathy Katz,,,,,,,,,,,,The Farm,,,,,,,,,,,,,,,,,
01058,,06,15,1995,1995-06-15T00:00:00Z,PFA,Presenting Edith Kramer with Chevalier de l’Ordre des Arts et des Lettres from the French Govt.,,,2300,,Jean-Pierre Filiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01059,,06,25,1995,1995-06-25T00:00:00Z,PFA,Jewish Video Competition,,,2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01060,,07,12,1995,1995-07-12T00:00:00Z,PFA,,,,2302,,Marshall Gaddis,,,,,,,,,,,,BELL DIAMOND,,,,,,,,,,,,,,,,,
01061,yes,07,26,1995,1995-07-26T00:00:00Z,PFA,,,,2303,,Ruth Leitman,,,,,,,,,,,,"Wild Wood, New Jersey",,,,,,,,,,,,,,,,,
01062,yes,07,31,1995,1995-07-31T00:00:00Z,PFA,,,,2304,,Pam Grier,,,,,,,,,,,,Foxy Brown,,,,,,,,,,,,,,,,,
01063,no form,08,09,1995,1995-08-09T00:00:00Z,PFA,,and Other Works,,2305,,Peter d’Agostino,,,,,,,,,,,,Traces,,,,,,,,,,,,,,,,,
01064,yes,09,05,1995,1995-09-05T00:00:00Z,PFA,,,,2306,,William Moritz,,,,,,,,,,,,Reconstructing the 20th Century,,,,,,,,,,,,,,,,,
01065,yes,09,06,1995,1995-09-06T00:00:00Z,PFA,"American Video Art, 1978-88",,,2307,,Doug Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01066,yes,09,07,1995,1995-09-07T00:00:00Z,PFA,,,,2308,,Sharon Rivo,,,,,,,,,,,,Laughter Through Tears,,,,,,,,,,,,,,,,,
01067,no form,09,11,1995,1995-09-11T00:00:00Z,PFA,,,,2309,,Maureen Gosling,,,,,,,,,,,,A Skirt Full of Butterflies,,,,,,,,,,,,,,,,,
01068,yes,09,26,1995,1995-09-26T00:00:00Z,PFA,Avant-Garde Film in L.A.,,,2310,,David E. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01069,no form,10,04,1995,1995-10-04T00:00:00Z,PFA,THE DECADE BETWEEN: AMERICAN VIDEO ART 1978-1988,,,2311,,Ilene Segalove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01070,yes,10,08,1995,1995-10-08T00:00:00Z,PFA,,,,2312,,Peter Selz,Peter Schamoni,,,,,,,,,,,Max Ernst,,,,,,,,,,,,,,,,,
01071,yes,10,14,1995,1995-10-14T00:00:00Z,PFA,,,,2313,,Lupita Aquino-Kashiwahara,Mauro Feria Tumbocon,Digna Santiago,,,,,,,,,,once a month,,,,,,,,,,,,,,,,,
01072,yes,10,14,1995,1995-10-14T00:00:00Z,PFA,,,,2314,,Peter Schamoni,,,,,,,,,,,,"who is the monster, you or me?",max ernst,,,,,,,,,,,,,,,,
01073,no form,10,22,1995,1995-10-22T00:00:00Z,PFA,,,,2315,,J. Hoberman,,,,,,,,,,,,return of nathan becker,an appeal to the jews of the world,,,,,,,,,,,,,,,,
01074,yes,10,24,1995,1995-10-24T00:00:00Z,PFA,light cone: experimental film distribution in europe,,,2316,,Yann Beauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01075,yes,10,28,1995,1995-10-28T00:00:00Z,PFA,,,,2317,,George Stoney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01076,yes,11,04,1995,1995-11-04T00:00:00Z,PFA,,,,2318,,Barry Gifford,Daniel Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01077,no form,11,05,1995,1995-11-05T00:00:00Z,PFA,,,,2319,,Russell Merritt,,,,,,,,,,,,Before Caligari,,,,,,,,,,,,,,,,,
01078,no form,11,09,1995,1995-11-09T00:00:00Z,PFA,,,,2320,,Daniel Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01079,no form,11,12,1995,1995-11-12T00:00:00Z,PFA,,,,2321,,Eric Rentschler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01080,yes,11,14,1995,1995-11-14T00:00:00Z,PFA,,,,2322,,James Benning,,,,,,,,,,,,deseret,,,,,,,,,,,,,,,,,
01081,yes,11,15,1995,1995-11-15T00:00:00Z,PFA,,,,2323,,Tony Labat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01082,no form,11,18,1995,1995-11-18T00:00:00Z,PFA,,,,2324,,Daniel Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01083,yes,11,21,1995,1995-11-21T00:00:00Z,PFA,,,,2325,,Bruce Conner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01084,no form,11,25,1995,1995-11-25T00:00:00Z,PFA,,,,2326,,Daniel Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01085,yes,12,05,1995,1995-12-05T00:00:00Z,PFA,,"Keith Evans, Christian Farrell, Jeff Warrin are silt",,2327,,Keith Evans,Christian Farrell,Jeff Warrin,Janis Crystal Lipzin,Harun Farocki,Silt,,,,,,,serendipity,,,,,,,,,,,,,,,,,
01086,yes,01,16,1996,1996-01-16T00:00:00Z,PFA,,,,2328,,Michael Friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01087,yes,01,17,1996,1996-01-17T00:00:00Z,PFA,,,,2329,,Michael Friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01088,yes,01,19,1996,1996-01-19T00:00:00Z,PFA,,,,2330,,Sheldon Renan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01089,yes,01,21,1996,1996-01-21T00:00:00Z,PFA,,,,2331,,Marguerite Engberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01090,yes,01,21,1996,1996-01-21T00:00:00Z,PFA,,,,2332,,Norman Katz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01091,yes,01,28,1996,1996-01-28T00:00:00Z,PFA,,,,2333,,Mark Sandberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01092,no form,01,30,1996,1996-01-30T00:00:00Z,PFA,,,,2334,,Eric Saks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01093,no form,02,01,1996,1996-02-01T00:00:00Z,PFA,,,,2335,,Mark Sandberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01094,yes,02,04,1996,1996-02-04T00:00:00Z,PFA,,,,2336,,Spencer Nakasako,Sokly Ny,,,,,,,,,,,aka don bonus,,,,,,,,,,,,,,,,,
01095,yes,02,06,1996,1996-02-06T00:00:00Z,PFA,,,,2337,,Michael Wallin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01096,yes,02,07,1996,1996-02-07T00:00:00Z,PFA,,,,2338,,Maria Troy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01097,yes,02,12,1996,1996-02-12T00:00:00Z,PFA,,,,2339,,Charles Burnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01098,no form,02,11,1996,1996-02-11T00:00:00Z,PFA,,,,2340,,Tom Gunning,,,,,,,,,,,,Hamlet,,,,,,,,,,,,,,,,,
01099,yes,02,13,1996,1996-02-13T00:00:00Z,PFA,,,,2341,,Birgit Hein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01100,no form,02,14,1996,1996-02-14T00:00:00Z,PFA,,,,2342,,Maria Troy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01101,yes,02,21,1996,1996-02-21T00:00:00Z,PFA,,,,2343,,Leslie Asako Gladsjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01102,yes,02,26,1996,1996-02-26T00:00:00Z,PFA,,,,2344,,Jean-Pierre Gorin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01103,yes,03,05,1996,1996-03-05T00:00:00Z,PFA,,,,2345,,DeeDee Halleck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01104,yes,03,07,1996,1996-03-07T00:00:00Z,PFA,,,,2346,,Patricia Zimmermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01105,yes,03,08,1996,1996-03-08T00:00:00Z,PFA,,,,2347,,Trinh T. Minh-ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01106,yes,03,11,1996,1996-03-11T00:00:00Z,PFA,,,,2348,,Loni Ding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01107,no form,03,12,1996,1996-03-12T00:00:00Z,PFA,,,,2349,,Laura Mulvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01108,no form,03,12,1996,1996-03-12T00:00:00Z,PFA,,,,2350,,Ruth Ozeki Lounsbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01109,yes,03,15,1996,1996-03-15T00:00:00Z,PFA,,,,2351,,Carma Hinton,Richard Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01110,yes,03,16,1996,1996-03-16T00:00:00Z,PFA,,,,2352,,Carma Hinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01111,yes,03,17,1996,1996-03-17T00:00:00Z,PFA,,,,2353,,Janet Bergstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01112,yes,03,18,1996,1996-03-18T00:00:00Z,PFA,,,,2354,,David Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01113,yes,03,19,1996,1996-03-19T00:00:00Z,PFA,,,,2355,,Lewis Klahr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01114,yes,03,20,1996,1996-03-20T00:00:00Z,PFA,,,,2356,,Maria Zmarz-Koczanowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01115,yes,03,23,1996,1996-03-23T00:00:00Z,PFA,,,,2357,,John Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01116,yes,03,23,1996,1996-03-23T00:00:00Z,PFA,,,,2358,,Kim Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01117,yes,04,02,1996,1996-04-02T00:00:00Z,PFA,9th New York Lesbian & gay film &video festival,,,2359,,Charles Lofton,Kadet Kuhne,Jim Hubbard,Stuart Gaffney,,,,,,,,,,,,,,,,,,,,,,,,,,
01118,yes,04,03,1996,1996-04-03T00:00:00Z,PFA,,,,2360,,Stephen Vitiello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01119,yes,04,04,1996,1996-04-04T00:00:00Z,PFA,,,,2361,,Iain Boal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01120,no form,04,08,1996,1996-04-08T00:00:00Z,PFA,,,,2362,,Lisanne Skyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01121,no form,04,09,1996,1996-04-09T00:00:00Z,PFA,Cinema for the ear: audio art by film and video artists; SoundCulture 96,Various Artists,3 Copies,2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
